CHR     Cluster   N_SNPs       Start_BP         End_BP        Span_BP  Top_SNP                      -log10P
18           10        1     11,038,225     11,038,225              0  .                             10.354
19            1       11         14,903         80,088         65,185  .                            233.442
19            2        2        170,097        170,098              1  .                              7.518
19            3        5        299,731        320,434         20,703  .                             14.966
19            4        1        379,532        379,532              0  .                              7.694
19            5        8        447,560        498,968         51,408  .                             12.994
19            6        1        639,010        639,010              0  .                             12.084
19            7        1        857,290        857,290              0  .                            101.658
19            8        2        919,765        930,904         11,139  .                             12.690
19            9        5      1,020,382      1,038,093         17,711  .                            178.014
19           10        1      1,262,204      1,262,204              0  .                              7.414
19           11        1      1,563,627      1,563,627              0  .                              7.738
19           12        3      1,737,768      1,759,765         21,997  .                             15.371
19           13       23      1,874,220      1,991,366        117,146  .                            233.442
19           14        1      2,116,583      2,116,583              0  .                             13.606
19           15        7      2,175,241      2,215,388         40,147  .                             10.440
19           16        1      2,594,807      2,594,807              0  .                             14.149
19           17        1      2,652,065      2,652,065              0  .                            150.198
19           18        1      3,005,636      3,005,636              0  .                              7.332
19           19        2      3,460,701      3,485,464         24,763  .                              7.337
19           20        1      3,537,807      3,537,807              0  .                              7.360
19           21        3      6,524,210      6,535,805         11,595  .                             17.496
19           22        1      6,621,818      6,621,818              0  .                              7.362
19           23        1      6,673,860      6,673,860              0  .                             13.388
19           24        2      6,743,432      6,743,444             12  .                             12.798
19           25        3      6,809,423      6,851,268         41,845  .                             13.433
19           26        1      6,947,542      6,947,542              0  .                            144.686
19           27        3      7,026,326      7,050,099         23,773  .                             10.828
19           28        2      7,333,248      7,342,519          9,271  .                            122.081
19           29        2      7,567,600      7,567,713            113  .                             11.975
19           30        2      7,937,573      7,937,580              7  .                              9.085
19           31        2      8,043,751      8,043,761             10  .                              9.717
19           32        4      8,138,608      8,155,203         16,595  .                             13.119
19           33        1      8,539,291      8,539,291              0  .                             13.144
19           34       15      8,668,607      8,732,077         63,470  .                             16.455
19           35        2      8,952,918      8,952,921              3  .                             15.738
19           36        2      9,146,413      9,161,962         15,549  .                            185.017
19           37        2      9,424,764      9,425,335            571  .                              8.857
19           38        1     10,421,675     10,421,675              0  .                            150.198
19           39        1     10,953,056     10,953,056              0  .                            190.800
20            1        2        226,688        230,346          3,658  .                             15.528
20            2        1        325,181        325,181              0  .                              9.388
20            3        5      1,114,273      1,114,928            655  .                             15.976
20            4        1      1,391,854      1,391,854              0  .                              7.329
20            5        1      1,444,107      1,444,107              0  .                            213.243
20            6        2      1,545,120      1,557,679         12,559  .                             11.826
20            7       36      1,666,198      1,740,465         74,267  .                            215.552
20            8        3      1,897,611      1,934,906         37,295  .                             29.703
20            9        1      2,061,951      2,061,951              0  .                            174.581
20           10        1      2,933,148      2,933,148              0  .                             14.029
20           11        3      3,036,213      3,074,786         38,573  .                            178.014
20           12        2      3,256,447      3,285,560         29,113  .                            172.523
20           13        2      3,677,376      3,723,966         46,590  .                            144.686
20           14        1      3,902,112      3,902,112              0  .                            120.393
20           15        1      3,977,115      3,977,115              0  .                            172.523
20           16        1      4,049,609      4,049,609              0  .                              8.277
20           17        2      4,192,893      4,238,646         45,753  .                             13.141
20           18        2      4,353,854      4,354,023            169  .                            193.029
20           19        1      4,405,904      4,405,904              0  .                            178.014
20           20        2      4,457,039      4,463,345          6,306  .                             14.919
20           21        3      4,819,426      4,886,626         67,200  .                              7.661
20           22        6      5,001,783      5,053,005         51,222  .                             14.533
20           23        1      5,203,142      5,203,142              0  .                              7.416
20           24        1      5,430,749      5,430,749              0  .                            233.442
20           25        1      5,531,318      5,531,318              0  .                              8.494
20           26       39      5,667,710      5,711,585         43,875  .                            185.017
20           27       57      5,796,879      5,961,250        164,371  .                            190.800
20           28        2      6,024,979      6,031,878          6,899  .                              8.445
20           29        2      6,168,984      6,168,986              2  .                            185.247
20           30        1      6,412,904      6,412,904              0  .                              8.494
20           31        5      6,516,826      6,580,517         63,691  .                            182.867
20           32        5      6,749,660      6,760,440         10,780  .                              8.582
20           33       46      6,951,777      7,176,868        225,091  .                            188.649
20           34        1      7,522,425      7,522,425              0  .                            233.442
20           35        2      7,858,942      7,888,791         29,849  .                             13.761
20           36        1      8,032,896      8,032,896              0  .                              7.569
20           37        7      9,238,530      9,289,928         51,398  .                             21.040
20           38       28      9,376,972      9,446,190         69,218  .                             22.350
20           39       23      9,512,139      9,579,818         67,679  .                             86.236
20           40        1      9,671,833      9,671,833              0  .                              7.484
20           41       12      9,766,114      9,883,905        117,791  .                            215.552
20           42       10     10,177,882     10,303,382        125,500  .                            185.247
20           43        1     10,864,019     10,864,019              0  .                             86.236
21            1        1        118,308        118,308              0  .                             22.145
21            2       69        214,239        782,322        568,083  .                             22.896
21            3        5        939,720        987,535         47,815  .                            174.581
21            4        3      1,044,842      1,073,546         28,704  .                              8.390
21            5        2      1,212,927      1,217,020          4,093  .                             12.680
21            6        1      1,271,416      1,271,416              0  .                            185.017
21            7        8      1,363,035      1,383,935         20,900  .                            185.247
21            8        4      1,484,733      1,534,273         49,540  .                            190.800
21            9        1      1,632,732      1,632,732              0  .                            122.081
21           10        1      1,776,386      1,776,386              0  .                            193.029
21           11        7      1,833,314      1,938,746        105,432  .                            215.552
21           12        3      2,035,730      2,036,270            540  .                            215.552
21           13        2      2,206,522      2,248,930         42,408  .                            190.800
21           14        2      2,338,038      2,384,523         46,485  .                            215.552
21           15        5      2,480,483      2,532,220         51,737  .                            150.198
21           16       38      4,090,312      4,138,057         47,745  .                            233.442
21           17        7      5,329,580      5,382,809         53,229  .                             15.856
21           18        1      5,955,418      5,955,418              0  .                            174.581
21           19        5      6,051,287      6,092,832         41,545  .                            233.442
21           20       11      6,547,814      6,689,865        142,051  .                            215.552
21           21        4      8,432,628      8,485,617         52,989  .                            233.442
21           22        2      8,561,130      8,572,241         11,111  .                            233.442
21           23        1      8,666,135      8,666,135              0  .                            154.170
21           24        2      8,747,320      8,763,108         15,788  .                            185.017
21           25        1      8,907,610      8,907,610              0  .                            185.017
21           26        9      8,971,610      8,976,007          4,397  .                            190.800
21           27       12      9,316,785      9,474,780        157,995  .                            233.442
21           28        1      9,698,750      9,698,750              0  .                            150.198
21           29        1      9,763,366      9,763,366              0  .                            140.111
21           30        4      9,909,062      9,931,006         21,944  .                            193.029
21           31        2     10,014,907     10,014,942             35  .                            185.017
21           32        2     10,191,941     10,203,243         11,302  .                            215.552
21           33        7     10,404,776     10,414,150          9,374  .                            190.800
21           34        1     11,181,076     11,181,076              0  .                             12.161
21           35       11     11,248,185     11,370,132        121,947  .                            215.552
21           36       23     11,444,031     11,580,303        136,272  .                            233.442
21           37       10     11,673,359     11,827,885        154,526  .                            233.442
21           38        1     11,912,630     11,912,630              0  .                            132.940
21           39        1     11,988,094     11,988,094              0  .                            193.029
21           40        1     12,212,345     12,212,345              0  .                              8.482
21           41       13     12,281,919     12,379,835         97,916  .                            190.800
21           42        2     12,435,566     12,436,880          1,314  .                            233.442
21           43        7     12,568,063     12,625,775         57,712  .                            215.552
21           44        3     12,707,766     12,733,151         25,385  .                            231.029
21           45        3     12,785,823     12,848,550         62,727  .                            154.170
21           46        1     12,968,969     12,968,969              0  .                            215.552
21           47        4     13,047,305     13,081,036         33,731  .                            144.686
21           48        1     13,183,653     13,183,653              0  .                            233.442
21           49        1     13,297,446     13,297,446              0  .                             13.041
21           50        1     13,381,942     13,381,942              0  .                            185.247
21           51        5     13,439,375     13,552,812        113,437  .                            150.198
21           52        2     13,623,898     13,654,732         30,834  .                            215.552
21           53        5     13,706,567     13,774,229         67,662  .                            233.442
21           54       18     13,958,307     14,199,942        241,635  .                            233.442
21           55        4     14,395,719     14,418,516         22,797  .                            215.552
21           56        1     14,477,474     14,477,474              0  .                            193.029
21           57        2     14,558,150     14,561,424          3,274  .                            144.686
21           58        1     14,623,852     14,623,852              0  .                            122.081
21           59        3     14,705,049     14,718,353         13,304  .                            190.800
21           60        1     14,830,289     14,830,289              0  .                              8.448
21           61       17     15,044,765     15,244,636        199,871  .                            233.442
22            1       12            740        111,577        110,837  .                            233.442
22            2     2393        167,912      2,558,658      2,390,746  .                            233.442
22            3        4      2,637,708      2,640,569          2,861  .                             13.728
22            4       13      2,698,190      2,770,142         71,952  .                            131.173
22            5       48      2,871,824      2,981,702        109,878  .                             13.728
22            6        9      3,089,492      3,123,335         33,843  .                             13.258
22            7        1      3,213,194      3,213,194              0  .                             12.392
22            8       42      3,435,566      3,500,613         65,047  .                             13.728
22            9        1      3,581,592      3,581,592              0  .                             11.505
22           10       15      3,640,245      3,666,619         26,374  .                             14.116
22           11       17      3,797,175      3,846,760         49,585  .                             13.258
22           12       86      3,953,524      4,055,787        102,263  .                             18.769
22           13        3      4,148,082      4,169,380         21,298  .                             13.606
22           14       16      4,224,095      4,243,551         19,456  .                            215.552
22           15        5      4,296,808      4,346,632         49,824  .                              7.846
22           16        2      4,401,046      4,405,197          4,151  .                              9.978
22           17       17      4,660,856      4,735,392         74,536  .                            233.442
22           18        1      4,889,219      4,889,219              0  .                            174.581
22           19        1      4,982,743      4,982,743              0  .                              7.799
22           20        1      5,141,211      5,141,211              0  .                              7.441
22           21        6      5,256,247      5,273,244         16,997  .                            140.111
22           22        1      5,334,764      5,334,764              0  .                             12.161
22           23        2      5,401,710      5,402,649            939  .                             12.213
22           24        2      5,707,996      5,716,576          8,580  .                              9.455
22           25        2      5,857,559      5,858,293            734  .                            185.017
22           26        5      5,917,366      6,003,900         86,534  .                             17.819
22           27        1      6,250,369      6,250,369              0  .                             13.041
22           28       11      6,350,321      6,437,937         87,616  .                            233.442
22           29       27      6,509,530      6,689,754        180,224  .                            233.442
22           30        1      6,747,882      6,747,882              0  .                             12.242
22           31        3      6,798,423      6,801,647          3,224  .                            193.029
22           32        1      6,853,234      6,853,234              0  .                             12.745
22           33       13      6,908,043      6,964,035         55,992  .                            215.552
22           34        1      7,097,002      7,097,002              0  .                             86.236
22           35        1      7,271,070      7,271,070              0  .                             11.892
23            1        2        242,800        251,237          8,437  .                             12.561
23            2        1        409,777        409,777              0  .                            231.029
23            3        1        489,251        489,251              0  .                              7.601
23            4        1        797,363        797,363              0  .                            144.686
23            5      282      1,627,596      1,964,456        336,860  .                            233.442
23            6        3      2,020,849      2,035,442         14,593  .                            215.552
23            7        1      2,186,202      2,186,202              0  .                              7.418
23            8        3      2,808,603      2,843,021         34,418  .                             14.582
23            9        1      2,952,596      2,952,596              0  .                             11.966
23           10        4      3,013,203      3,086,644         73,441  .                             12.907
23           11        1      3,266,838      3,266,838              0  .                             13.534
23           12        1      3,618,484      3,618,484              0  .                              7.619
23           13        6      3,873,533      3,889,709         16,176  .                            233.442
23           14        5      3,944,956      3,971,276         26,320  .                             12.118
23           15        5      4,046,243      4,123,257         77,014  .                            193.029
23           16        2      4,194,024      4,194,025              1  .                             12.929
23           17        2      4,260,885      4,262,506          1,621  .                             12.903
23           18       24      4,315,566      4,382,036         66,470  .                            140.111
23           19       44      4,453,014      4,533,803         80,789  .                             14.533
23           20      123      4,671,989      4,983,968        311,979  .                            193.029
24            1        5         32,402         42,038          9,636  .                            185.017
24            2        4        107,384        172,273         64,889  .                             18.987
24            3        3        256,840        298,434         41,594  .                            185.017
24            4      108        361,043        735,732        374,689  .                            233.442
24            5        5        799,918        898,355         98,437  .                             13.910
24            6        1        983,678        983,678              0  .                             21.924
24            7        1      1,059,095      1,059,095              0  .                             14.385
24            8        1      1,155,077      1,155,077              0  .                              7.312
24            9        2      1,534,341      1,534,750            409  .                            190.800
24           10        1      2,100,483      2,100,483              0  .                              7.914
24           11        1      2,784,484      2,784,484              0  .                              7.872
24           12        2      2,939,370      2,943,275          3,905  .                              7.808
24           13        1      3,034,287      3,034,287              0  .                              7.577
24           14        1      3,878,937      3,878,937              0  .                             13.197
24           15        1      4,337,031      4,337,031              0  .                              7.584
24           16        2      4,442,838      4,457,119         14,281  .                             10.129
24           17        3      4,546,732      4,549,040          2,308  .                              7.990
24           18        2      4,616,346      4,616,578            232  .                             12.230
24           19        1      4,672,884      4,672,884              0  .                              7.916
24           20        1      4,728,458      4,728,458              0  .                             12.756
24           21        1      4,811,999      4,811,999              0  .                              7.655
24           22        1      4,878,764      4,878,764              0  .                              7.655
24           23        2      5,152,686      5,176,283         23,597  .                            215.552
24           24        3      5,419,065      5,467,352         48,287  .                            233.442
24           25       25      5,547,202      5,778,655        231,453  .                            233.442
24           26       17      5,881,006      6,098,385        217,379  .                            215.552
24           27        6      6,160,104      6,231,703         71,599  .                            215.552
24           28        5      6,293,333      6,317,235         23,902  .                            193.029
24           29        9      6,379,071      6,428,831         49,760  .                            233.442
24           30        2      6,513,848      6,538,167         24,319  .                            193.029
24           31        3      6,612,789      6,647,769         34,980  .                            215.552
24           32       34      6,715,400      6,907,779        192,379  .                            233.442
25            1        1        279,632        279,632              0  .                            193.029
25            2        6        370,040        437,054         67,014  .                            185.017
25            3        5        753,510        770,596         17,086  .                            233.442
25            4        5      1,778,825      1,795,143         16,318  .                              7.661
25            5        2      2,038,627      2,040,964          2,337  .                             14.102
25            6        5      2,245,130      2,306,159         61,029  .                            185.247
25            7      507      2,727,342      3,354,749        627,407  .                            215.552
25            8      371      3,491,789      3,867,952        376,163  .                            233.442
25            9        4      3,966,444      4,003,966         37,522  .                             11.457
25           10     1307      4,066,100      6,804,591      2,738,491  .                            233.442
25           11       17      6,875,049      7,085,490        210,441  .                            185.247
25           12        2      7,248,336      7,271,512         23,176  .                              7.661
26            1       11         12,627        137,676        125,049  .                             18.339
26            2        1        230,580        230,580              0  .                            185.247
26            3        1        413,561        413,561              0  .                             10.083
26            4       26        490,258        587,927         97,669  .                            233.442
26            5        4        658,446        674,248         15,802  .                             12.948
26            6        2        758,231        761,181          2,950  .                             19.060
26            7        7        842,289        849,721          7,432  .                            190.800
26            8      283      1,106,502      1,705,939        599,437  .                            233.442
26            9       86      1,808,030      2,070,902        262,872  .                            233.442
27            1       12        419,041        537,815        118,774  .                            185.017
27            2       31        683,054        854,836        171,782  .                            233.442
27            3        1        934,221        934,221              0  .                              8.396
27            4       11        998,169      1,124,167        125,998  .                            213.243
27            5       14      1,240,671      1,368,636        127,965  .                             22.896
27            6        4      1,434,887      1,457,086         22,199  .                             18.987
27            7       19      1,509,827      1,658,697        148,870  .                             72.771
27            8        2      1,860,254      1,861,258          1,004  .                            233.442
27            9        8      1,923,364      1,944,888         21,524  .                            233.442
27           10        1      2,080,851      2,080,851              0  .                             10.630
27           11        9      2,339,415      2,416,981         77,566  .                             11.993
27           12       37      2,483,474      2,637,945        154,471  .                            233.442
27           13        2      2,737,409      2,738,839          1,430  .                             13.199
27           14        3      2,820,055      2,820,122             67  .                             13.910
27           15        6      2,925,032      2,926,357          1,325  .                             17.397
27           16        2      3,048,487      3,057,877          9,390  .                             11.107
27           17       14      3,394,360      3,476,498         82,138  .                            144.686
27           18        7      3,599,337      3,622,820         23,483  .                            188.649
27           19        2      4,190,406      4,190,408              2  .                              7.655
27           20       62      4,258,890      4,417,103        158,213  .                            233.442
27           21       69      4,476,144      4,626,567        150,423  .                            233.442
27           22       75      4,777,289      4,856,578         79,289  .                            233.442
27           23        1      5,094,528      5,094,528              0  .                              8.108
27           24       11      5,274,784      5,280,592          5,808  .                            213.243
27           25        2      5,418,108      5,423,563          5,455  .                            185.017
27           26        2      5,585,683      5,608,728         23,045  .                            193.029
27           27        1      6,003,528      6,003,528              0  .                            101.658
28            1        1        395,831        395,831              0  .                            150.198
28            2       75      2,116,282      2,196,084         79,802  .                            233.442
28            3        5      2,276,065      2,321,128         45,063  .                            185.017
28            4       29      2,479,716      2,503,110         23,394  .                            233.442
28            5        1      2,610,649      2,610,649              0  .                            233.442
28            6      642      2,830,198      3,490,218        660,020  .                            233.442
28            7        3      3,592,943      3,632,941         39,998  .                            101.658
28            8        8      3,701,258      3,775,125         73,867  .                            233.442
28            9        1      3,856,257      3,856,257              0  .                             13.766
28           10       27      3,928,695      4,298,973        370,278  .                            233.442
28           11        9      4,487,353      4,527,258         39,905  .                            233.442
28           12       11      4,604,715      4,684,349         79,634  .                            190.800
28           13      268      4,742,494      5,341,441        598,947  .                            233.442
29            1       11        140,855        343,165        202,310  .                            140.111
29            2      452        435,538        946,265        510,727  .                            233.442
29            3        7      1,058,294      1,181,871        123,577  .                            138.283
29            4        5      1,253,929      1,271,025         17,096  .                            193.029
29            5      202      1,477,877      1,769,200        291,323  .                            190.800
29            6       32      1,841,064      1,914,854         73,790  .                              9.382
29            7      319      1,992,101      2,436,088        443,987  .                            233.442
29            8       30      2,545,332      2,639,627         94,295  .                            233.442
29            9        2      2,727,455      2,745,416         17,961  .                             13.859
29           10        1      3,593,602      3,593,602              0  .                              7.577
29           11       93      3,760,795      4,121,107        360,312  .                             22.350
29           12       24      4,206,836      4,369,657        162,821  .                            215.552
Z             1      132            138        269,291        269,153  .                            233.442
Z             2       60        363,715        506,802        143,087  .                            215.552
Z             3      361        587,251      1,038,756        451,505  .                            233.442
Z             4      186      1,107,455      1,563,031        455,576  .                            233.442
Z             5        3      1,686,685      1,711,207         24,522  .                            140.111
Z             6        1      1,862,921      1,862,921              0  .                              7.791
Z             7        1      1,967,288      1,967,288              0  .                            150.198
Z             8        1      2,422,917      2,422,917              0  .                            185.017
Z             9        3      2,491,633      2,498,856          7,223  .                            190.800
Z            10        5      2,583,942      2,625,367         41,425  .                            215.552
Z            11        4      2,763,219      2,771,081          7,862  .                             11.918
Z            12        1      2,827,252      2,827,252              0  .                              7.655
Z            13        2      3,136,040      3,150,914         14,874  .                            185.017
Z            14        1      3,360,032      3,360,032              0  .                            215.552
Z            15        1      3,483,338      3,483,338              0  .                            182.867
Z            16        4      3,656,525      3,680,425         23,900  .                              9.031
Z            17        1      3,808,422      3,808,422              0  .                             12.181
Z            18        1      3,900,446      3,900,446              0  .                            193.029
Z            19        1      3,975,802      3,975,802              0  .                            215.552
Z            20        1      4,073,888      4,073,888              0  .                             14.029
Z            21       23      4,124,231      4,286,798        162,567  .                            185.247
Z            22        6      4,354,236      4,438,928         84,692  .                            233.442
Z            23        6      4,524,468      4,537,677         13,209  .                            178.014
Z            24        1      4,651,268      4,651,268              0  .                             10.912
Z            25        1      4,712,061      4,712,061              0  .                            193.029
Z            26       12      4,915,824      5,011,683         95,859  .                            233.442
Z            27       17      5,246,113      5,421,393        175,280  .                            233.442
Z            28       14      5,498,671      5,701,636        202,965  .                            215.552
Z            29        1      5,754,832      5,754,832              0  .                              7.393
Z            30        6      5,819,989      5,895,200         75,211  .                             14.498
Z            31       10      6,007,685      6,097,142         89,457  .                            233.442
Z            32       29      6,150,396      6,458,478        308,082  .                            144.686
Z            33      214      6,515,452      7,284,672        769,220  .                            233.442
Z            34       18      7,344,337      7,578,320        233,983  .                            178.014
Z            35        4      7,647,791      7,648,107            316  .                            190.800
Z            36        8      7,768,737      7,861,097         92,360  .                            233.442
Z            37        4      7,981,205      8,066,707         85,502  .                            185.247
Z            38       14      8,492,858      8,612,312        119,454  .                              7.990
Z            39        2      8,692,222      8,715,912         23,690  .                              7.655
Z            40        1      8,771,890      8,771,890              0  .                            122.081
Z            41       22      8,919,397      9,065,460        146,063  .                             14.744
Z            42        2      9,157,123      9,161,976          4,853  .                              7.990
Z            43        1      9,212,859      9,212,859              0  .                              7.990
Z            44        4      9,296,769      9,355,840         59,071  .                              7.990
Z            45        3      9,610,835      9,677,629         66,794  .                            185.017
Z            46        1      9,743,167      9,743,167              0  .                              7.601
Z            47        1      9,811,917      9,811,917              0  .                              7.655
Z            48        2      9,888,654      9,890,455          1,801  .                              7.990
Z            49        1     10,093,064     10,093,064              0  .                              7.655
Z            50        1     10,494,081     10,494,081              0  .                              7.990
Z            51        1     11,349,458     11,349,458              0  .                              7.601
Z            52        3     11,752,474     11,791,342         38,868  .                              7.601
Z            53        1     12,215,958     12,215,958              0  .                            144.686
Z            54        2     12,773,805     12,793,008         19,203  .                              7.572
Z            55        3     12,990,959     13,043,494         52,535  .                            185.247
Z            56        1     13,710,004     13,710,004              0  .                              7.655
Z            57        1     13,774,426     13,774,426              0  .                              7.577
Z            58        1     13,974,561     13,974,561              0  .                              7.572
Z            59        1     14,040,841     14,040,841              0  .                              7.655
Z            60      107     14,106,709     14,748,773        642,064  .                            185.017
Z            61       14     14,858,253     14,957,384         99,131  .                            185.017
Z            62       29     15,015,551     15,303,941        288,390  .                            215.552
Z            63        1     15,408,507     15,408,507              0  .                              7.655
Z            64        1     15,459,640     15,459,640              0  .                              7.990
Z            65        4     15,526,662     15,632,987        106,325  .                              7.655
Z            66        2     15,769,079     15,781,057         11,978  .                            122.081
Z            67        1     15,855,068     15,855,068              0  .                             14.976
Z            68        1     15,948,784     15,948,784              0  .                              7.572
Z            69        7     16,005,307     16,103,997         98,690  .                            215.552
Z            70        1     16,178,668     16,178,668              0  .                              7.577
Z            71        1     16,257,344     16,257,344              0  .                              7.990
Z            72       82     16,392,115     16,755,165        363,050  .                            233.442
Z            73        1     16,960,363     16,960,363              0  .                              7.990
Z            74        4     17,038,046     17,104,929         66,883  .                              7.990
Z            75       22     17,180,168     17,444,415        264,247  .                            193.029
Z            76       15     17,500,182     17,601,769        101,587  .                            185.017
Z            77       61     17,652,843     18,082,322        429,479  .                            215.552
Z            78       11     18,158,689     18,241,651         82,962  .                              7.990
Z            79       38     18,364,231     18,581,071        216,840  .                            190.842
Z            80       21     18,746,588     18,948,709        202,121  .                             86.236
Z            81        1     19,374,190     19,374,190              0  .                              7.577
Z            82       13     19,440,482     19,553,770        113,288  .                              7.990
Z            83      123     19,609,711     19,839,412        229,701  .                            233.442
Z            84       13     19,946,969     20,029,625         82,656  .                            185.247
Z            85      179     20,114,222     20,901,574        787,352  .                            233.442
Z            86      102     20,979,404     21,513,598        534,194  .                            193.029
Z            87        1     21,590,735     21,590,735              0  .                              7.990
Z            88       71     21,792,708     22,127,551        334,843  .                            182.867
Z            89       29     22,185,936     22,329,862        143,926  .                            215.552
Z            90        1     22,389,188     22,389,188              0  .                              7.990
Z            91        4     22,444,259     22,474,814         30,555  .                            144.686
Z            92       12     22,541,942     22,649,504        107,562  .                            150.198
Z            93        1     22,754,678     22,754,678              0  .                            174.581
Z            94        1     23,037,318     23,037,318              0  .                              7.655
Z            95        1     23,091,407     23,091,407              0  .                              7.572
Z            96        2     23,208,225     23,209,385          1,160  .                            233.442
Z            97        1     23,614,185     23,614,185              0  .                             86.236
Z            98        1     23,759,348     23,759,348              0  .                              7.655
Z            99        1     24,017,932     24,017,932              0  .                              7.577
Z           100        1     24,375,999     24,375,999              0  .                              7.655
Z           101        1     24,495,887     24,495,887              0  .                              7.990
Z           102       12     24,550,100     24,641,716         91,616  .                              7.990
Z           103       13     24,698,270     24,888,214        189,944  .                            178.014
Z           104        1     24,939,984     24,939,984              0  .                              7.990
Z           105       10     25,054,257     25,138,766         84,509  .                            193.029
Z           106       50     25,194,178     25,648,400        454,222  .                            140.111
Z           107       19     25,734,771     25,952,671        217,900  .                            233.442
Z           108       15     26,011,001     26,176,203        165,202  .                            185.017
Z           109      120     26,249,706     26,784,739        535,033  .                            233.442
Z           110     2134     26,841,329     31,552,697      4,711,368  .                            233.442
Z           111      244     31,609,636     32,757,253      1,147,617  .                            233.442
Z           112      596     32,811,853     34,502,668      1,690,815  .                            233.442
Z           113        2     34,572,409     34,593,308         20,899  .                            190.800
